"ID";"RestaurantID";"FileName";"PictureIntro"
304;180;"b5566f05-1796-4baf-b163-93306d01380c.jpg";"伊甸园"
305;181;"bdc501bf-888e-4ea2-a385-3362045d6bb8.jpg";"池畔餐厅"
306;182;"6bdd69d0-d638-470b-8510-1ccc5478f7c7.jpg";"念 - 全日制自助餐厅"
307;183;"b227eef8-4573-4d69-bf4b-8ca95f39f27c.jpg";""
308;184;"4c393606-aa46-49e0-9a19-0c3894c7354a.jpg";""
309;185;"8845d7b3-7daf-4718-8b7a-ac2744beec73.jpg";""
310;186;"6558a8de-dec2-4b7e-81f6-743fc7b87b95.jpg";""
311;187;"bfab611e-ed32-4bd4-86e5-f1ccc1acca15.jpg";"花荟.品吧"
312;188;"26058b5f-d9b9-44ba-b09e-4161a64743b1.jpg";""
313;189;"2efbeb03-710e-4dc5-9526-4a887976f0bf.jpg";""
314;189;"250dd6cd-1509-4f97-8dd1-64443b62c137.jpg";""
315;190;"53940768-57ea-4daf-b343-c2617466436f.jpg";""
316;191;"ebbf9a97-a458-4302-82e2-86ef3e3b9ac4.jpg";""
317;192;"70c44723-bcba-43b7-b1a7-f9781a58571e.jpg";"创味全日餐厅"
318;193;"a43d0a21-48ea-4afb-a9a3-2b1a60554ce3.jpg";"御玺"
319;194;"5eb37faa-9a78-49f2-985a-4d5e1a8f8adb.jpg";"厨意意大利餐厅"
320;195;"9b40774f-6623-42db-9aa2-55e1c810089f.jpg";"谷韵酒吧"
321;196;"f55f0ede-6d26-414c-bd68-ce46087ff0f7.jpg";"天空大堂吧"
